user_id,item_id
2915,"2218,6220,8562,5545,4277,10326,2140,3870,9072,1978,5303,4679,3950,220,9942,8421,7707,7063,12990,811,13346,1210,13110,9341,11000,9178,12404,9455,13296,11384"
2935,"6220,5545,2218,7707,4277,1978,9072,1210,2343,13296,3428,350,3870,1017,9942,13110,2140,8562,8188,10326,5303,5199,4602,6659,4256,11590,10835,9341,5532,12665"
2946,"2343,6220,11969,2218,1290,544,4576,13296,9072,4664,5545,8590,4277,7707,7120,10607,12665,9942,89,6971,8714,10835,11024,9732,2989,5532,10326,11775,10674,6610"
2948,"11298,4576,10607,11024,7679,9732,2989,1779,4664,3487,11775,10674,1290,83,4036,13431,10389,11918,2769,9295,9730,8714,7120,5135,10137,8475,4216,1851,3464,12903"
2969,"2218,10326,2140,5303,6220,3950,8562,9306,5545,3870,7063,8421,6971,5999,4798,9072,4413,4277,7707,220,8235,12990,13346,11384,7138,12793,3055,1912,5532,2291"
2979,"1290,10607,10674,7120,9962,789,4163,11298,4664,5135,6610,2957,4216,11024,4576,9732,10648,10389,11775,7679,1851,83,9295,9960,8475,3539,296,13309,10581,1779"
3036,"5760,7220,8911,11334,10739,6011,1599,5786,4619,2769,10441,5105,10732,9482,1219,449,13383,10009,7721,10974,5901,7325,10754,5249,1213,4465,6150,363,5742,7216"
3050,"2218,6220,5303,4277,2140,10326,5545,8421,9072,13296,8562,6971,12990,2343,1978,4798,7707,8590,10835,7138,7063,3950,9942,11384,5532,3870,5999,4679,5199,13346"
3056,"5760,6060,10352,8540,6402,5105,8911,6011,10739,162,10441,6640,10974,6952,6150,449,5027,6306,10732,4399,4029,1213,6082,1521,5786,6815,13111,4832,9482,9375"
3061,"6220,2218,4277,8421,8562,2140,5545,5303,10326,9072,12990,13296,3870,1978,10835,5999,4679,7707,2343,3950,4117,9942,6326,13346,11843,5532,5199,9455,7138,5485"
3066,"6220,2218,2343,13296,5545,4277,2140,8590,5303,7707,6971,544,9072,10326,10835,1290,11969,8421,89,8562,9942,12665,1978,5532,8235,5485,5199,12990,3870,4117"
3069,"6220,2218,2140,5303,4277,5545,10326,13296,8421,2343,6971,7707,8562,12990,8590,1978,10835,4798,5532,5199,5485,4117,9942,5999,1017,331,560,7138,2380,11384"
3094,"4277,5303,2140,8421,6220,2218,10326,6971,13296,12990,9072,5545,2343,331,8562,5999,4798,851,10835,4117,8590,1978,7707,5485,2789,9580,5199,10916,2380,6326"
3106,"6060,5760,10352,8540,5105,4256,5027,6306,9375,6952,10974,6011,6640,10441,8911,6659,6150,449,10739,1521,162,6082,5494,4399,10732,4029,13111,1213,2770,11771"
3110,"6220,2343,1290,2218,13296,4277,8590,11969,6971,9072,544,5303,5545,2140,7120,10326,10835,4576,7707,8421,12665,5532,4664,9942,5485,89,1017,12990,1978,9341"
3115,"6220,2218,5545,2343,7707,13296,9072,4277,1978,10326,8562,5303,2140,9942,3870,8421,5532,1210,13110,11969,12990,5199,350,3428,3950,9341,1017,544,12665,810"
3136,"6220,2140,2218,6971,5303,2343,10326,13296,5545,8421,8590,10835,4277,7707,9072,7723,8235,8562,4413,5999,5532,4117,12990,3950,8922,4798,9799,1290,3870,5199"
3159,"6060,6402,10352,5760,8540,5105,9375,5027,4256,6659,6952,6011,6082,6640,10974,1377,449,5241,5494,5822,8911,11771,1213,4399,10441,10107,3960,10078,9817,2770"
3166,"6220,4277,2218,5303,2140,13296,2343,6971,9072,8421,10326,5545,1290,7707,544,11969,10835,5485,12990,1978,8562,9942,4798,5532,5199,331,12665,1017,4117,1210"
3172,"1290,7120,789,9962,10607,5135,4664,11024,10674,13309,4163,2916,6610,10663,296,2957,4929,4576,11775,11298,3697,12497,9295,10389,1244,3539,8590,544,9732,4216"
3200,"2218,6220,5545,9072,9942,1978,10326,2343,4277,7707,13296,9341,13110,9178,1017,8562,11969,1210,544,5303,350,2140,12404,3870,7063,8188,4679,5532,8590,3428"
3217,"2218,5545,6220,3870,1978,7707,8562,3950,9072,13110,4277,10326,2140,350,3428,9942,5303,1210,9178,220,7063,3992,13346,11000,1017,13296,11384,9341,4679,4602"
3218,"5760,6060,10352,2769,5105,3464,6011,6082,1213,7047,449,10441,8540,11771,10732,6306,8911,10739,162,6402,4399,6659,10974,5027,4641,6952,13111,6150,10078,5494"
3229,"5303,6971,2140,8421,10326,2218,4798,6220,4277,12990,5999,8562,9580,851,7063,8590,7138,8161,331,2380,10916,13296,12857,4413,13346,2291,1912,6515,9072,220"
3230,"6220,2218,5545,4277,7707,2140,13296,5303,9072,10326,9942,1978,8562,2343,8421,10835,8590,3870,12990,1017,5485,1210,11969,13110,5532,5199,350,544,6971,4679"
3274,"5303,2140,8421,6971,10326,2218,4798,12990,5999,6220,8562,4277,7063,9580,851,2291,4413,2380,8161,10916,12857,13346,3950,7138,2789,4679,13296,220,1912,331"
3285,"2218,6220,5545,4277,1978,9072,9942,13296,7707,2343,10326,350,5303,1210,8562,13110,1017,2140,9341,11969,3870,544,12404,9178,811,4679,3428,5532,12990,8421"
3316,"6220,2140,5303,8421,2218,4277,10326,5545,6971,13296,12990,9072,4798,8562,2343,7707,10835,5999,8590,8235,1978,4117,5532,331,2380,11384,851,5199,4413,9580"
3319,"5303,2140,8421,6971,4277,10326,2218,4798,12990,6220,5999,851,8562,9580,8161,331,10916,13296,2380,8590,6515,12857,7063,2789,6326,7138,11843,9799,1912,11282"
3323,"6220,4277,5303,2140,8421,2218,6971,5545,13296,10326,2343,12990,9072,10835,4798,331,1978,4117,8590,8562,851,5999,5199,7707,5532,2789,10916,2380,6326,9580"
3346,"1290,7120,10607,4576,4664,11298,11024,789,10674,5135,9962,296,6610,9295,11775,9732,8714,10389,2916,2989,3539,10648,4036,1779,4163,2957,1244,10137,10663,4216"
3354,"2218,6220,5545,7707,9942,9072,1978,2343,13296,350,13110,11969,3870,544,8188,4277,12606,1210,8562,9341,12665,3428,9178,10326,810,1017,5532,89,8293,5303"
3368,"6220,2218,5303,4277,2140,5545,8421,10326,9072,8562,13296,12990,7707,1978,4798,6971,3950,2343,10835,3870,11384,5199,4679,13346,9942,7063,5532,7138,5999,1210"
3374,"2218,4277,5545,2343,13296,9072,7707,544,11969,1978,9942,5303,2140,10326,8590,1017,1210,8562,350,12665,10835,5485,13110,811,5532,6971,8421,12990,9341,9938"
3391,"6220,5545,2218,4277,7707,2343,1978,9072,13296,1210,9942,350,13110,3870,11969,1017,8562,3428,13112,8188,9341,12665,544,10326,2140,5532,10835,5199,810,4679"
3397,"2218,6220,2140,10326,5545,3950,8562,2343,5303,8235,7707,13296,3870,8421,9072,10835,4413,7723,6971,4277,5532,5999,4117,12990,5199,8590,1978,5495,12793,7063"
3404,"6220,2218,5545,3870,3950,7707,8562,9306,2140,10326,4413,8235,13110,12606,1978,5495,1598,3799,4602,9942,3992,3428,10835,5610,5303,13296,9072,350,12793,11622"
3408,"5303,2140,8421,4277,6220,6971,10326,12990,4798,13296,851,2218,8562,9799,331,5999,9580,7707,2789,9072,8590,8161,4117,2380,6326,10916,11282,5545,10835,4413"
3416,"6971,1290,5303,2140,6220,8421,8590,4277,7120,10326,13296,9799,5999,2343,8922,4929,4798,2218,10663,12990,331,10835,9580,851,2789,4117,9072,2916,4413,11282"
3422,"6220,2140,6971,5303,2343,13296,8235,9799,10326,8590,8421,2218,5545,4277,7707,10835,8922,1290,4413,7723,4117,9072,5999,8562,331,5532,3055,5199,12990,89"
3423,"6220,2218,5545,7707,2140,10326,9072,3870,13296,1978,2343,8562,5303,3950,9942,4277,10835,5532,13110,3428,1017,5199,1210,8421,8235,11384,4413,350,8590,7063"
3426,"6971,5303,8590,2140,6220,2218,1290,10326,4277,13296,8421,2343,8562,12990,5999,7138,9072,4798,7120,8922,544,7063,5485,10835,2380,8235,4679,9580,9799,4929"
3436,"6220,4277,2343,13296,2218,2140,5303,5545,9072,8590,6971,10326,8421,1290,11969,10835,544,1978,5485,8562,4117,12665,5532,12990,5199,9942,1017,8235,89,9799"
3448,"2218,6220,5545,4277,5303,10326,2140,8562,1978,7063,9072,3870,8421,4679,12990,13296,3950,9942,220,11000,13346,9178,7707,12404,7138,4798,11384,1210,350,811"
3464,"2218,6220,5545,7707,8562,3950,1978,13110,3428,4602,2140,9942,350,10326,9072,3992,4277,12606,1210,5495,4414,1328,9729,13296,3799,4679,13112,220,8681,9455"
3472,"1290,7120,9962,789,5135,10607,13309,3697,11298,296,10663,2916,10674,4929,4163,6610,4664,9295,3539,2957,11024,10336,6811,10648,11775,12497,10389,4576,4036,1244"
3477,"6220,5303,4277,2140,8421,13296,10326,6971,5545,12990,9072,8562,8590,4798,7707,2343,1978,10835,5485,331,5999,2380,5199,9942,4679,7138,4117,5532,560,11384"
3488,"6220,2140,10326,5303,4277,8421,5545,8562,9072,13296,12990,6971,2343,7707,3950,5999,10835,3870,4798,1978,5532,7063,11384,4117,5199,11843,8590,7138,8235,4679"
3497,"6220,5303,2140,4277,8421,10326,2218,6971,13296,5545,9072,12990,8562,4798,4117,2343,5999,1978,7707,10835,851,331,8590,2789,9580,6326,5532,5199,4413,10916"
3504,"1290,10607,7120,4664,11298,10674,4576,11024,9732,6610,11775,5135,9962,4216,9295,4163,2957,789,2989,8714,4036,10389,10648,83,3539,13431,1779,296,7679,1851"
3517,"8562,2140,10326,6220,3950,5303,3870,8421,5999,7063,12990,5545,13346,9306,220,4679,6971,4798,12793,11000,7707,9072,7138,11843,4277,5610,11540,13296,8235,6326"
3538,"5303,8421,2140,6971,851,4798,2789,5999,10326,4277,9799,9580,12990,8161,6220,2380,331,2218,8562,1180,6326,12857,4413,10916,11282,13296,1912,2291,8590,7063"
3544,"2218,6220,5545,2343,9072,10326,7707,4277,2140,13296,1978,9942,5303,8562,5532,3870,10835,1210,1017,13110,3950,8590,3428,9341,12990,11969,5199,544,6971,7063"
3547,"2218,5545,6220,3870,1978,13110,7707,3950,8562,9072,9942,3992,350,9178,10326,3428,7063,1210,220,9341,2140,11000,13346,1017,4679,64,4277,5303,8188,3799"
3569,"6220,4277,5303,2140,2218,8421,10326,13296,5545,2343,9072,6971,12990,8562,10835,7707,8590,1978,4798,5999,5532,4117,5199,5485,331,9942,1017,11384,4679,7138"
3570,"6060,5760,10352,5105,6011,6402,8540,8911,449,5027,10441,6306,6640,1213,4399,6952,6082,10739,10974,10732,6815,162,13111,6150,1521,10078,9375,4029,9482,4641"
3575,"5545,6220,2218,1978,9072,11969,1210,4277,2343,7707,350,9942,13110,8188,9341,13296,1017,544,9178,4256,3428,12665,13112,6659,810,9938,12404,992,11455,5386"
3579,"6220,4277,2218,5545,5303,13296,2140,2343,8421,9072,10326,7707,10835,8590,12990,6971,8562,5199,11969,4117,5532,5485,1210,544,4798,9942,12665,1017,331,11384"
3588,"1290,4576,10607,11298,7120,4664,11024,11775,7679,1779,10674,4036,2989,9732,6610,5135,9295,10389,9962,8714,789,3487,9730,83,13431,11918,1851,296,10648,8475"
3592,"3464,2769,7047,7679,9732,5105,10009,3487,11024,5760,4576,6201,11298,13431,10685,9730,12339,4256,10441,10206,7220,9482,83,11918,10201,162,10739,1219,4664,10607"
3617,"4277,5303,2140,8421,6220,2218,6971,10326,12990,13296,9072,4798,8562,331,5999,851,5545,9580,8590,10916,2343,10835,5485,1978,8161,7138,6326,4679,2380,7707"
3632,"6220,5545,2218,7707,2140,10326,9072,4277,3950,5303,8562,13296,3870,1978,2343,10835,9942,8421,5532,3428,1210,5199,8235,13110,1017,11384,12990,7063,4602,4117"
3650,"3950,2140,8562,8421,10326,5303,3870,12990,2218,6220,4798,11622,4413,5999,8235,7063,5545,7707,13346,6326,12793,4277,12857,220,1912,4602,9580,851,1180,11843"
3654,"2140,5303,6971,4277,12990,8421,8562,10326,2218,7063,5999,4679,7138,9580,4798,6220,11843,10916,8161,13346,811,13296,10138,9072,275,11000,2291,8590,1996,7197"
3656,"5760,6402,6060,10352,5105,4256,8540,5027,6659,9375,6640,6150,10441,10974,6952,6306,13111,162,8911,1521,10107,6011,10739,1213,5249,9482,11461,5494,4029,6082"
3678,"1290,7120,789,9962,5135,10663,4929,3697,10607,13309,2916,296,12497,10336,11298,11117,4163,9295,6811,3539,6243,13101,4664,2957,10674,6610,10147,4576,4387,12030"
3681,"5760,6060,10352,5105,8911,162,8540,10739,6011,6402,10974,10441,449,6640,6150,10732,5027,5786,6952,4399,4029,13111,6306,1213,6082,7220,6815,1521,4832,381"
3683,"6971,2140,5303,5999,8421,10326,9799,4413,2789,4798,8922,6220,9580,8590,8235,331,12990,12026,851,2291,4101,11282,12680,8161,1180,7723,2218,4277,8562,2380"
3685,"5303,4277,2140,2218,8421,13296,6971,5545,10326,9072,12990,8590,2343,7707,4798,8562,10835,1978,5199,4117,331,5485,851,560,2380,5532,5999,7138,9942,11384"
3699,"6060,5760,5105,10352,2769,3464,6011,1213,6082,7047,449,4399,11771,6306,10441,6402,8911,10739,10732,162,5027,4641,8540,9516,6952,10974,9375,10078,5494,6815"
3707,"6220,2218,2343,5545,13296,9072,4277,2140,7707,10326,8590,10835,5303,544,1978,11969,9942,5532,8562,6971,8421,12665,1017,3870,1210,5199,4117,13110,8235,12990"
3731,"6220,4277,2140,5303,2218,13296,5545,2343,8421,7707,9072,10326,8590,6971,10835,1978,12990,8562,11969,544,5199,4117,5485,5532,1210,4798,1017,12665,331,9942"
3737,"5303,2140,10326,6971,2218,6220,8421,4277,4798,8562,12990,5999,13296,9072,7063,9580,8590,5545,4413,3950,2380,851,7138,3055,1912,8235,4679,331,13346,12857"
3739,"6220,2218,5545,2343,13296,7707,2140,10326,8590,9072,8235,8562,6971,5303,10835,5532,89,3950,9942,4413,544,4277,3870,7723,11969,12665,7983,8421,4117,5199"
3744,"6220,2218,5545,2140,5303,4277,10326,13296,8421,7707,9072,8562,2343,10835,3950,12990,6971,1978,8235,3870,5199,4798,4117,5532,4413,5999,11384,2380,560,7063"
3753,"2140,5303,6220,10326,8421,2218,6971,4277,5545,13296,8562,5999,12990,4798,9072,8235,10835,3950,4413,7707,2343,8590,331,4117,9580,9799,6326,851,2789,5199"
3778,"5303,8421,2140,4277,2218,6220,10326,12990,8562,6971,4798,5545,5999,851,13296,331,9072,3950,9580,10916,6326,1978,13346,3870,11384,2380,7138,1912,2789,10835"
3786,"2218,6220,10326,8562,2140,5545,5303,3950,7063,9072,3870,6971,7707,13296,220,12990,9942,7138,8235,4413,5532,13346,4277,4679,8590,4798,5999,2343,8421,9306"
3790,"6220,2218,5545,4277,2140,5303,13296,9072,10326,1978,7707,2343,8421,8562,10835,12990,3870,9942,1210,5199,5532,1017,3950,6971,8590,11384,13110,4798,4679,350"
3804,"2218,6220,5545,10326,9072,2140,8562,1978,5303,7063,9942,3870,4277,13296,3950,7707,13110,4679,7138,11384,220,11000,12990,12404,9178,2343,350,5532,9341,1017"
3805,"6220,2218,4277,5545,5303,2140,9072,13296,8421,1978,10326,2343,7707,12990,8562,10835,9942,6971,1210,5199,4798,1017,5532,3870,9341,8590,5485,4679,11384,12404"
3819,"6220,4277,2218,5545,2140,5303,13296,2343,8421,9072,7707,10326,1978,10835,12990,6971,8562,8590,4117,5199,5532,1210,11969,4798,9942,5485,1017,12665,544,331"
3827,"5760,6060,10352,5105,6011,8540,6402,8911,1213,449,5027,10441,6082,6306,162,6640,10974,4399,10739,10732,6150,6952,6815,9375,11771,5494,13111,1521,9482,4029"
3829,"5303,2140,6971,8421,10326,4277,4798,12990,5999,6220,2218,851,9580,8562,331,2789,9799,8161,13296,2380,7063,8590,10916,12857,11282,9072,1912,7138,6326,11843"
3841,"6220,5545,2218,3870,3950,8562,2140,10326,5495,1978,13296,2343,9072,10835,4602,3428,9942,13110,3799,7723,5532,350,4413,12606,5199,4117,4277,5303,1210,8421"
3849,"1290,789,9962,5135,7120,10607,4163,13309,11298,3697,2957,10663,4929,296,1851,6811,10336,2916,4216,10674,3539,9295,6610,11024,12497,83,10147,4664,10648,10581"
3928,"1290,7120,9962,10607,789,5135,11298,4664,296,13309,11024,6610,4576,9295,11775,4036,2916,10663,4163,2957,10336,10389,1851,1779,6811,3539,4216,83,10648,4929"
3988,"10607,1290,4664,10674,11024,4576,7679,9732,6610,11298,7120,11775,2989,1779,4216,8714,10389,9730,544,4163,13431,2957,11969,789,8475,9962,10648,9295,5135,1851"
3994,"2218,6220,5545,11969,2343,8188,9942,1978,544,9072,7707,6659,13110,350,4256,1210,3464,4277,1017,9341,3428,13296,9178,13112,12665,2769,810,5155,1165,3487"
3998,"2218,6220,5545,4277,5303,1978,2140,8562,3870,10326,8421,9072,3950,7707,13346,220,12990,7063,4798,9942,4679,13110,11384,350,11000,9178,811,1210,13296,7138"
4012,"3950,9306,2218,3870,5545,10326,8562,6220,2140,7063,7707,8235,4413,220,5495,5303,13346,11622,5610,3799,3992,12793,1978,7723,4602,13110,9729,5177,4798,3428"
4021,"5303,2140,6220,6971,8421,10326,2218,4277,13296,5999,12990,4798,9072,8562,5545,8590,2343,9580,331,851,9799,2789,8235,7707,4413,2380,10835,4117,3950,6326"
4022,"5303,2140,6971,4277,6220,12990,5999,13296,9799,4798,331,851,2218,8590,2789,9580,8562,9072,8161,2380,11282,1290,10835,10916,2343,4117,6326,6515,1912,5485"
4047,"6220,2218,5545,7707,2343,3487,5976,1863,13296,3870,10429,12606,9942,8188,89,8562,9072,10802,5495,8235,3428,12665,5532,2140,9564,5875,10326,7792,2327,7024"
4073,"6220,5303,13296,2218,8590,1290,6971,4277,2343,5545,2140,9072,11969,8421,10326,7707,544,10835,89,12665,5485,9942,4117,1978,7120,5199,560,8922,4798,5532"
4099,"2218,4277,6220,5545,1978,5303,9072,13296,2140,7707,10326,2343,8562,350,1210,9942,8421,1017,5199,3870,12990,13110,811,5485,4679,10835,9341,992,11969,544"
4100,"6220,1863,8714,3487,2989,4576,4664,13296,2343,11969,89,7679,7707,10674,544,9730,11024,13431,10429,11775,8590,1290,9564,6610,1779,2218,10607,12339,9732,9295"
4120,"6220,5545,2218,4277,2140,13296,2343,7707,9072,8421,5303,10326,1978,10835,8562,3870,3950,5199,5532,12990,4117,8235,1210,11384,9942,13110,8590,6971,12665,4413"
4126,"1290,7120,789,4929,10663,5135,13309,2916,296,3697,12497,10607,10336,6243,8567,6610,13101,11117,11298,4664,4163,6811,12030,9295,10674,3539,4387,9866,2957,4576"
4136,"2140,5303,6220,4277,6971,8421,10326,13296,2218,2343,8590,9072,12990,5545,331,4798,5999,10835,7707,9799,8562,4117,851,8235,9580,5532,5199,2789,5485,560"
4160,"11298,4163,10607,4216,2957,9962,789,5135,1851,83,11024,1290,6610,4664,9732,11775,7679,7120,10389,10648,9295,3539,8475,9960,10581,13431,6811,1558,4036,4576"
4173,"1290,7120,789,9962,10607,296,4664,5135,10663,4929,4576,2916,13309,10674,11024,12497,8590,10389,11775,11298,544,10648,1244,3697,9295,1779,10336,11969,3539,4163"
4177,"6220,2140,4277,5303,8421,2218,5545,10326,13296,7707,8562,12990,9072,10835,1978,3950,6971,4798,4117,8235,5199,3870,2343,4413,331,6326,5999,2380,5532,851"
4183,"5303,2140,6220,4277,6971,2218,8421,10326,13296,12990,9072,8590,4798,5999,8562,2343,5545,331,10835,9580,851,2380,7138,10916,5485,11384,1912,7063,4679,4117"
4191,"2218,5545,4256,1978,350,13110,8188,6220,9178,6659,3428,6402,3992,13112,1210,3870,9942,7707,64,8540,1017,9072,9341,5155,1377,1328,1383,6060,8681,11590"
4195,"2218,2140,5303,6220,10326,8421,8562,4277,5545,12990,4798,7063,6971,9072,5999,13296,13346,3870,220,4679,7138,1978,7707,11384,4413,6326,1912,10916,2380,9580"
4213,"6220,1290,2343,4277,13296,8590,2218,6971,5303,544,5545,2140,9072,7120,10326,10835,8421,7707,4576,12665,89,5532,9942,5485,4664,1978,12990,4117,296,1017"
4226,"6220,2218,5545,2343,9072,4277,7707,13296,9942,11969,1978,544,1210,1017,10326,9341,12665,13110,350,5303,2140,8188,5532,8562,10835,3428,8590,5485,3870,810"
4227,"10674,10607,1290,4664,11024,7679,11298,6610,4576,9962,11775,4216,9732,7120,4163,10389,2957,9730,10648,13431,789,9295,8714,2989,8475,1779,83,5135,4036,3539"
4232,"2218,2140,9306,3950,10326,6220,5303,4413,8562,7063,8235,4798,5545,2291,3870,8421,6971,220,13346,11540,5999,7707,12990,12857,11622,7138,11384,3055,1912,12793"
4255,"6220,2218,4277,5303,5545,2140,13296,9072,10326,8421,2343,7707,1978,6971,8562,12990,8590,9942,10835,4798,1017,1210,5485,5199,5532,11969,4679,544,3870,11384"
4258,"1290,2218,6971,6220,8590,7120,4929,10663,2916,5135,4576,6243,789,7063,544,12497,10326,5545,13101,5303,8922,11117,7138,8567,296,10607,9942,9072,2140,12030"
4274,"5545,6220,7707,2218,6402,11590,1978,6659,4256,1328,350,13110,6060,9072,3870,1210,4277,3428,8540,3950,13296,1377,13112,8188,10352,9375,2140,1017,8562,12606"
4289,"2343,6220,11969,1290,544,4576,2218,8590,4664,13296,5545,9072,89,7120,7707,12665,10607,4277,3487,8714,1863,9732,10674,7679,11775,9942,11024,10835,2140,6610"
4295,"6220,2218,2140,5303,4277,5545,10326,8421,8562,13296,7707,9072,1978,12990,3870,3950,4798,6971,10835,2343,9942,8590,11384,5199,7063,5532,7138,13346,13110,8235"
4300,"2218,6220,5545,4277,9072,13296,1978,7707,2343,2140,10326,5303,9942,8562,3870,13110,10835,1210,8421,12990,350,1017,5532,9341,544,3950,11969,8590,5199,11384"
4334,"2218,6220,5545,1978,7707,3870,350,8562,9942,13110,3950,3992,3428,9178,9072,10326,220,64,7063,2140,1017,8188,4256,5303,1210,12606,1328,13346,4277,13310"
4361,"2140,8235,4413,3950,10326,6220,5303,7723,8421,6971,5999,2218,11622,9306,8562,9799,5545,2789,4798,4117,7707,13296,8922,10835,3055,3870,11540,12990,9580,6326"
4377,"2218,6220,5303,2140,5545,10326,8421,8562,4277,12990,3870,3950,1978,9072,7063,4798,7707,13346,220,4679,13296,11384,9942,7138,811,11000,10916,6971,12857,2380"
4412,"1290,7120,789,9962,5135,10607,10663,13309,4929,3697,296,2916,4163,11298,10336,12497,2957,6811,1851,10147,3539,9295,11117,10674,6610,9866,4216,4664,1244,10648"
4415,"6402,4256,8540,5760,9375,10352,6060,6659,5545,5105,1377,6150,11590,1521,350,2770,1328,8092,4097,6952,3992,3870,5027,13110,9178,1948,10974,6640,6306,8911"
4424,"8235,2218,2140,4413,6220,10326,9306,3950,8562,6971,5303,5545,7723,3870,11540,11622,7707,13296,5999,2291,7063,8590,2990,3055,5532,8421,11784,8922,13346,12793"
4425,"2218,6220,5303,2140,10326,4277,6971,8421,5545,9072,8562,12990,7063,13296,5999,4798,7138,4679,2343,1978,13346,3950,11000,11384,220,1912,8590,3870,2380,5532"
4430,"6220,2218,5545,4277,9072,7707,2140,1978,5303,13296,8421,10326,8562,2343,3870,1210,12990,10835,9942,4679,5199,1017,9341,3428,5532,350,3950,4117,13110,4602"
4433,"2140,8421,5303,6220,4277,6971,10326,5999,2789,4798,12990,2218,4413,4117,8562,331,9799,13296,9580,851,5545,10835,6326,3950,9072,8235,7707,12857,2380,11282"
4436,"6402,4256,6060,8540,6659,10352,5760,5105,5027,5545,1377,9375,13112,11590,6640,2770,6306,6952,1521,8092,6150,10107,4029,13110,4097,8188,13111,9817,350,1328"
4458,"2140,6220,5303,2218,10326,8421,4277,5545,8562,4798,3950,12990,6971,9072,3870,5999,7707,13296,10835,1978,4413,11384,4117,7063,9580,2343,6326,13346,331,8235"
4461,"6659,2218,5545,6220,8188,3464,4256,7707,2343,11969,2769,350,5105,6402,1978,1377,3487,9072,544,1210,8540,6060,9942,10352,11590,1017,13112,4277,9375,13296"
4488,"6220,2140,4277,8421,5303,5545,7707,13296,2218,10326,4117,8562,10835,2343,9072,1978,12990,5199,3870,3950,6971,331,8235,4798,6326,8590,4413,5532,9799,4602"
4497,"1290,7120,4929,10663,2916,789,12497,9962,6243,5135,8567,13309,3697,10607,13101,6971,8590,12030,10336,4387,4777,4576,1244,11117,5573,4664,1400,6610,9866,9295"
4498,"4277,2218,5545,5303,2140,9072,13296,8421,1978,7707,10326,8562,12990,1210,4679,2343,5485,9942,5199,9341,3870,1017,811,350,10835,4798,6971,9340,12404,5532"
4504,"8540,6402,6060,6659,5105,4256,10352,10107,9375,6306,5027,11590,5760,1377,2770,6952,5241,6640,1521,13112,5494,6150,4029,12824,13111,1796,10078,8092,6082,4097"
4510,"1290,11969,2343,6220,544,4664,4576,7120,10607,2218,10674,11024,6610,8590,13296,11775,9732,10389,4277,2989,7679,9730,8714,9072,296,5545,789,1779,12665,12869"
4512,"5760,6060,10352,5105,8540,8911,6402,6011,6640,162,10441,10739,10974,5027,449,10732,4029,6952,6150,4399,6306,1213,6082,13111,6815,5786,1521,4832,9482,5249"
4513,"2218,6220,5545,4277,2140,10326,8562,5303,9072,8421,12990,1978,4679,3870,7063,13346,11000,9341,12404,3950,7707,13296,1210,9942,13110,220,4798,811,7138,11384"
4516,"1290,7120,789,9962,5135,10607,4163,13309,11298,296,10674,2957,6610,10663,3697,4664,4929,2916,11024,4216,10336,3539,9295,10648,1851,10389,6811,11775,12497,83"
4526,"6220,2218,5545,4277,7707,2343,13296,9072,1978,11969,9942,1210,544,2140,13110,1017,12665,5303,350,10835,10326,9341,8562,8590,3870,5532,8188,5485,5199,9455"
4528,"6220,2218,5545,1978,9072,7707,4277,8562,9942,3870,10326,2140,13296,13110,5303,1210,2343,9341,3950,10835,350,1017,3428,9455,12990,5532,8421,7063,5199,12404"
4542,"6220,2140,2218,5545,8562,3950,7707,4277,9072,3870,8421,5303,4117,1978,13296,10835,2343,4602,7723,5532,12990,4413,6326,5999,8235,4679,5495,5199,13346,3428"
4559,"1290,7120,789,9962,10607,5135,11298,13309,296,4664,4163,10674,6610,11024,3697,10663,2957,9295,2916,10389,4929,10336,11775,3539,4576,10648,4216,1851,6811,4036"
4572,"2218,6971,2140,5303,10326,6220,8562,4413,7063,4798,9306,5999,2291,8421,3950,8590,8235,12990,11540,7138,5545,8922,220,13296,13346,2380,3055,9580,12857,9072"
4575,"2218,6220,2140,5303,4277,10326,8421,13296,9072,6971,5545,12990,8562,4798,7707,1978,8590,2343,10835,5485,4679,7138,11384,5999,3950,7063,9942,10916,5199,331"
4583,"2218,6220,4277,5303,2140,10326,8421,5545,8562,9072,12990,13296,1978,4679,3870,7063,9942,6971,4798,7707,811,7138,12404,11384,13346,9341,3950,1210,5485,10835"
4602,"6220,2218,4277,2343,9072,5545,5303,13296,2140,10326,8421,1978,6971,7707,12990,8562,4679,5532,1210,9341,9340,5485,8590,10835,9942,11969,4117,544,5199,1017"
4608,"1290,7120,10607,9962,789,11298,5135,4664,10674,11024,6610,4163,2957,4576,4216,11775,296,10389,9295,13309,10648,9732,3539,2916,83,1851,3697,9960,10663,1779"
4609,"6220,2218,5545,2140,10326,5303,9072,13296,7707,8562,3950,2343,8421,4277,6971,1978,3870,8235,7063,5532,12990,8590,10835,9942,4413,4798,11384,13346,7138,5199"
4626,"2218,6220,2140,5303,5545,10326,8562,7707,13296,4277,9072,8421,6971,3950,3870,8590,9942,12990,2343,1978,4798,7063,4679,10835,4413,8235,560,5532,13346,5485"
4642,"2218,9178,5545,350,13110,6220,1978,3870,3992,13112,9942,3428,4256,7707,1210,8188,64,8681,8562,9341,9072,6659,1383,220,4679,811,1017,8279,3950,6402"
4653,"6220,2140,13296,2218,2343,5303,4277,10326,6971,8590,7707,5545,9072,8421,10835,8235,8562,1290,4117,12990,5532,9799,544,5485,5199,4413,8922,89,11969,9942"
4664,"1290,4664,7120,10674,11024,4576,9962,11298,6610,11775,7679,10389,789,1779,4036,9295,10648,9732,9730,5135,2989,8714,8475,83,4163,296,3539,13431,13309,4216"
